gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,-0.7528343552574821,0,1,0,0,2,0,0,0,0,0,1,3,-1.1225613469696638,-0.8259333783946065,0
0,0,1,1,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,2,-1.4584793697594718,-1.0019689739132225,1
0,1,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,0,3,-0.656932404488742,-0.9913282469204996,1
1,1,0,0,-1.1604449794583847,0,1,0,0,2,0,0,2,2,0,1,1,-0.46236602495207113,-0.9196909873948025,0
1,0,0,1,-0.6713122304173017,1,2,0,2,2,0,0,0,2,0,1,2,0.14128863976426648,-0.5327614811677165,0
0,0,1,0,0.5515196421854057,0,1,0,0,0,0,0,2,2,0,1,2,-0.6951804961925321,-0.12472713053182738,0
1,0,0,1,1.4482630154273912,1,2,0,2,2,0,2,2,2,2,1,0,0.719998896847698,1.586133990800215,0
1,0,0,0,0.22543114282468377,1,2,0,2,2,2,2,0,0,0,0,2,0.16955896841489418,0.16213097433008603,0
1,1,1,0,-0.1006573565360382,1,0,0,0,2,0,0,0,0,0,1,0,-0.4806585905495361,-0.3368131558826355,1
0,1,0,0,-1.1196839170382944,1,0,1,0,0,0,0,0,2,0,0,2,0.46889186000977245,-0.8441683171829657,1
1,0,0,0,-0.6305511679972114,1,0,1,0,2,2,0,0,2,0,1,1,0.8680023821362769,-0.29941607802854275,0
1,0,1,1,-1.1604449794583847,1,0,2,1,1,1,1,1,1,2,0,3,-1.4950645009544015,-0.9773981665628062,0
0,0,0,0,-0.8343564800976626,1,0,2,1,1,1,1,1,1,1,0,2,-1.4867496984100992,-0.8961356851100817,0
1,0,1,1,1.6113072651077522,1,2,0,2,2,2,2,2,2,2,1,1,0.8563616585742535,1.8329900265525558,0
1,0,0,0,-1.201206041878475,1,0,1,0,0,0,0,2,2,0,1,2,0.9029245528223458,-0.8934423890662804,0
1,0,0,0,0.9591302663863083,1,2,1,0,2,0,2,0,2,0,1,2,0.9844096177565073,1.2513926144710483,1
0,0,0,0,0.3477143300849545,1,2,2,1,1,1,1,1,1,1,1,3,-1.3304314105772181,-0.5863845638758577,0
1,0,0,0,0.30695326766486425,0,1,0,0,2,0,2,0,0,1,0,1,-0.9595912171013413,-0.40065751783897324,0
0,0,0,0,-1.0381617921981139,1,0,0,2,2,0,2,2,2,0,1,2,0.45392521543002845,-0.7591087298324231,0
1,0,0,0,1.4890240778474815,1,0,2,1,1,1,1,1,1,2,0,1,-1.4934015404455407,-0.39339444899954207,0
1,0,1,1,-1.0381617921981139,1,0,2,1,1,1,1,1,1,1,0,3,-1.4701200933214948,-0.9450123854459502,0
0,0,1,1,-1.1196839170382944,0,1,0,0,2,0,0,0,0,0,1,2,-1.1425168730759891,-0.937418173650314,0
0,0,1,1,1.6113072651077522,1,2,1,2,2,2,2,2,0,2,0,1,1.3718794163209884,2.369684453772655,0
1,0,1,1,0.46999751734522527,1,0,2,1,1,1,1,1,1,1,1,0,-1.4751089748480761,-0.629300691000035,0
0,0,0,0,1.3259798281671205,1,2,1,0,2,2,0,2,0,1,1,2,1.0193317884425763,1.7058311313698082,0
0,0,0,0,-1.201206041878475,1,2,0,0,0,0,2,2,0,0,0,2,-0.00837780603317266,-0.9343275060590667,0
1,0,0,0,-0.34522373105657966,1,0,0,0,0,0,2,0,0,0,1,1,-0.45737714342548985,-0.45068218042301944,0
0,0,0,0,0.46999751734522527,1,2,1,0,2,2,0,0,0,0,1,0,0.6634582395464431,0.6941673239662343,1
0,1,1,0,1.6113072651077522,1,2,0,2,2,2,2,2,2,2,0,1,0.8064728433084405,1.7934957099758306,0
1,0,0,0,-0.34522373105657966,1,0,0,2,0,0,2,0,0,0,0,2,-0.3293291842432363,-0.4158459414302459,0
1,0,0,0,-1.2827281667186554,1,0,0,0,0,2,0,0,0,0,0,3,-0.4640289854609317,-0.9887674080591803,1
1,0,1,0,-0.4267458558967602,1,0,2,1,1,1,1,1,1,0,1,0,-1.4767719353569364,-0.8030403620222959,0
1,0,1,1,1.5297851402675717,1,2,0,0,2,2,2,2,2,2,1,1,0.7017063312502334,1.6077686639389464,0
1,0,1,1,-0.3044626686364894,1,2,0,0,0,0,0,2,0,0,0,2,-0.1497294492863094,-0.39105437210902616,0
1,0,1,1,0.18467008040459354,1,0,2,1,1,1,1,1,1,2,0,0,-1.4983904219721222,-0.6906504426862946,0
0,1,1,1,-0.4267458558967602,1,2,1,0,0,0,0,2,0,0,0,0,0.6817508051439078,-0.14514761283114014,0
0,0,1,1,1.081413453646579,1,2,0,0,0,2,2,2,0,2,1,0,0.2410662702958926,0.8408857297621614,0
1,0,1,1,0.6738028294456765,1,2,1,0,0,2,0,2,2,0,1,2,1.1623463922045736,1.1400623525949032,1
1,0,1,1,0.592280704605496,1,2,1,0,0,2,2,2,2,0,1,0,1.4134534290424992,1.24889800420097,1
0,0,1,1,-0.05989629411594795,1,0,2,1,1,1,1,1,1,0,1,3,-1.5067052245164245,-0.7202987753651886,1
1,0,1,1,-1.2827281667186554,1,0,1,0,0,0,0,0,2,0,1,2,0.5387362013819106,-0.9754554612197364,0
1,0,0,0,-1.201206041878475,1,0,2,1,1,1,1,1,1,0,1,2,-1.4751089748480761,-0.9772657093803243,0
0,0,1,0,0.8368470791260375,1,2,1,0,2,2,2,2,2,1,1,0,1.5614569143310781,1.5539027430629213,0
1,0,0,0,-0.5082679807369407,1,0,2,1,1,1,1,1,1,1,1,3,-1.501716342989843,-0.8276111693727122,0
0,0,0,0,-1.201206041878475,1,0,1,2,2,0,0,0,0,0,1,2,0.4738807415363535,-0.9024053250808977,1
0,0,0,0,0.755324954285857,1,0,2,1,1,1,1,1,1,1,1,0,-1.4967274614632617,-0.5710636831021031,0
0,0,1,0,0.755324954285857,1,0,0,2,2,0,2,0,0,1,1,0,-0.14474056775972813,0.37741804825754316,0
0,0,1,1,-0.7935954176775724,1,0,2,1,1,1,1,1,1,2,0,3,-1.5067052245164245,-0.8941046749786906,0
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,3,-1.4618052907771928,-1.0020131263073833,0
1,0,0,1,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.4568164092506115,-1.001946897716142,0
1,0,0,0,1.24445770332694,1,2,0,2,2,2,2,0,0,1,0,2,0.22111074418956755,1.0093050372880608,0
1,0,0,0,-1.201206041878475,1,0,0,0,0,0,0,0,2,0,0,3,-0.3393069472963991,-0.9277487993291259,0
1,0,0,0,0.5515196421854057,1,0,2,1,1,1,1,1,1,2,0,1,-1.5183459480784474,-0.6102710091167836,0
1,0,0,0,-1.2827281667186554,1,2,0,0,0,0,0,0,0,0,1,1,-0.5006141166558613,-0.9892530843949476,0
1,0,0,1,-0.9974007297780236,0,1,0,0,0,0,0,0,0,0,0,3,-1.3088129239620325,-0.9162250244531894,1
0,0,1,1,1.570546202687662,1,0,2,1,1,1,1,1,1,2,0,0,-1.4751089748480761,-0.348535616532295,0
1,0,1,1,0.918369203966218,1,2,1,0,0,2,0,2,0,0,1,1,0.8497098165388122,1.240155830157156,0
0,0,0,0,1.5297851402675717,1,2,1,0,2,2,2,0,0,1,1,0,0.8447209350122307,1.8083088382167376,0
0,0,0,0,-1.2419671042985652,1,0,1,0,0,0,0,0,2,0,0,2,0.528758438328748,-0.9408399841977664,1
1,0,1,1,1.407501953007301,1,2,1,2,0,0,2,2,2,2,0,0,1.3219906010551754,2.0289825042317973,0
1,0,1,0,1.3259798281671205,1,2,1,0,2,0,0,2,0,0,1,0,0.8979356712957645,1.611786531807568,1
1,0,1,0,-0.7528343552574821,1,0,0,0,0,2,0,0,0,0,0,1,-0.48731043258497764,-0.7159276883432818,0
0,0,1,1,-0.5082679807369407,1,2,1,0,0,2,2,0,2,0,1,0,1.0193317884425763,-0.16519279978008705,0
1,0,0,1,-1.2827281667186554,1,0,1,0,2,0,0,0,0,0,1,2,0.34915870337182087,-0.977972147686895,1
1,0,0,0,-1.2827281667186554,1,2,1,0,0,0,0,0,0,0,1,2,0.35248462438954203,-0.9779279952927344,1
0,0,1,1,0.6738028294456765,1,2,1,0,0,0,0,2,2,0,1,0,1.0160058674248558,1.0259284136895552,0
0,0,0,0,1.6113072651077522,1,2,1,2,2,2,0,2,0,2,1,0,1.2122352074703868,2.1947747443051364,0
0,0,1,0,0.5515196421854057,1,2,0,2,0,0,0,0,0,0,0,2,-0.39085872307107244,0.07481961487734884,0
1,0,0,0,-0.34522373105657966,1,2,1,0,2,2,0,0,0,0,1,0,0.6651212000553035,-0.10664672512303036,0
0,0,1,1,-1.1196839170382944,0,1,0,0,2,0,2,0,0,0,0,2,-1.0177948349114565,-0.9390297360371785,0
0,0,1,1,0.021625830724232544,1,2,1,0,2,2,2,0,0,0,0,1,0.7898432382198362,0.2641892334324889,0
0,0,0,0,0.38847539250504476,1,2,0,2,2,0,0,0,0,1,1,0,-0.15638129132175124,0.057953400307970415,0
1,0,0,0,-0.3859847934766699,1,0,1,2,0,2,0,2,2,1,1,1,1.167335273731155,0.0010630404319391632,0
1,0,0,0,-0.9974007297780236,1,0,1,0,0,0,0,0,0,0,0,0,0.19450337604780069,-0.7669016274017824,0
1,0,0,0,1.3667408905872107,1,0,0,2,2,0,0,0,0,1,1,3,-0.3343180657698178,0.5189485477395906,0
1,0,0,0,-0.34522373105657966,1,0,0,2,0,0,0,0,0,0,1,0,-0.5089289192001635,-0.4768203977661397,1
1,1,0,0,-0.34522373105657966,1,2,0,0,2,0,0,0,0,0,0,1,-0.3343180657698178,-0.4411011108901527,0
1,0,0,0,1.4890240778474815,1,2,0,2,2,2,2,0,2,1,1,1,0.4572511364477491,1.353759940332576,1
0,0,0,0,0.8368470791260375,1,0,1,0,2,2,0,2,2,1,1,3,1.178975997293178,1.2850367388214836,0
0,0,0,0,1.1221745160666692,0,1,0,2,0,2,0,2,2,2,0,2,-0.3742291179824681,0.41799409849120467,0
0,0,1,0,-1.0381617921981139,1,0,1,0,0,0,0,2,0,0,1,2,0.5403991618907709,-0.7566361957594251,1
0,0,0,0,-0.5082679807369407,1,0,2,1,1,1,1,1,1,1,1,1,-1.513357066551866,-0.8197299670150315,0
0,0,1,1,-0.3859847934766699,1,2,1,0,0,0,0,0,2,0,0,2,0.69006560768821,-0.18629764418889028,0
1,0,1,1,1.6113072651077522,1,0,0,2,0,2,2,2,2,2,1,2,0.5304213988376084,1.5180509990044522,0
1,0,1,0,-0.8751175425177529,1,2,1,0,0,0,0,0,0,0,1,2,0.33585501930093764,-0.6466746581022611,1
1,0,0,0,-0.46750691831685043,1,0,2,1,1,1,1,1,1,2,0,3,-1.505042264007564,-0.8388700298836845,0
1,1,0,0,-1.2827281667186554,1,2,1,0,0,0,0,2,2,0,1,2,0.9544763285970193,-0.9699364119496519,1
1,1,0,0,-0.05989629411594795,1,2,1,0,2,0,0,2,0,0,1,2,0.8596875795919747,0.24496086577551457,0
0,0,0,0,0.9998913288063985,1,0,0,0,2,2,2,2,0,2,0,3,0.16290712637945234,0.7082298615064097,0
0,0,1,1,0.5107585797653155,1,0,2,1,1,1,1,1,1,2,1,0,-1.4917385799366805,-0.6198741548467306,0
1,0,0,0,-0.9158786049378431,1,2,1,0,2,2,0,0,2,0,1,2,1.0110169858982743,-0.5602021941385767,0
0,0,1,0,1.0406523912264887,1,2,1,0,0,2,2,2,2,0,1,1,1.2388425756121535,1.5873040292454728,1
1,0,0,1,-0.7528343552574821,1,0,2,1,1,1,1,1,1,0,0,3,-1.4934015404455407,-0.8927359507597096,0
1,0,1,0,-0.22294054379630893,1,2,0,2,0,0,2,2,2,1,0,3,0.5320843593464687,-0.03796767600609864,0
0,0,1,1,-0.7528343552574821,1,2,1,0,2,0,0,0,2,0,1,0,0.8663394216274165,-0.4553623342040511,1
0,0,1,1,-0.8343564800976626,0,1,0,0,2,0,0,0,0,0,0,3,-1.1857538463063604,-0.8747659263363144,1
0,0,1,1,1.4890240778474815,1,2,1,0,2,0,2,0,2,2,1,0,0.9461615260527171,1.8136512779101794,0
0,0,1,1,-0.3044626686364894,1,0,1,0,2,2,0,2,0,0,1,0,0.8081358038173013,-0.014390297524297508,1
1,1,1,0,1.0406523912264887,1,2,1,2,2,2,0,2,2,1,1,2,1.4633422443083124,1.76473042518015,1
0,0,1,1,0.10314795556441304,0,1,0,2,0,0,2,2,0,2,1,1,-0.6153583917672312,-0.27740610953944567,0
0,1,0,0,-0.6713122304173017,1,2,1,0,0,0,0,2,0,0,1,2,0.6617952790375828,-0.4151174269265947,1
1,0,1,1,0.5107585797653155,1,2,0,0,2,2,0,2,2,1,0,1,0.4622400179743306,0.5785322036594233,0
0,0,0,0,-0.6305511679972114,1,0,1,0,2,0,0,2,0,0,1,2,0.6218842268249323,-0.4243894297003367,0
0,0,1,1,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,1,2,-0.6369768783824168,-0.9910633325555356,1
1,0,0,0,-0.4267458558967602,1,0,2,1,1,1,1,1,1,1,0,3,-1.505042264007564,-0.8246971113581075,0
0,1,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,2,0.16955896841489418,-0.9803563769715716,1
1,0,1,1,1.407501953007301,1,0,0,2,0,2,2,0,2,2,0,3,0.09971462704275562,1.0319772916895678,0
0,0,1,1,1.407501953007301,1,2,1,0,0,2,2,2,2,2,1,0,1.3569127717412448,1.954872710633102,0
0,0,1,0,-1.2419671042985652,0,1,0,0,0,0,0,2,2,0,0,2,-0.6735620095773465,-0.968369001956948,1
1,0,0,0,-0.3859847934766699,1,2,1,0,0,0,0,0,0,0,1,2,0.33585501930093764,-0.2560363507656784,1
0,1,0,0,-0.9566396673579334,1,0,1,0,0,2,0,0,0,0,0,1,0.35414758489840237,-0.7298136163068144,0
0,0,0,0,-1.1196839170382944,1,0,2,1,1,1,1,1,1,0,0,3,-1.4867496984100992,-0.9591632277744471,0
1,0,0,0,0.8776081415461278,0,1,0,2,0,0,2,2,0,2,0,1,-0.6536064834710211,0.07515075783355392,0
0,0,0,0,0.9998913288063985,1,0,1,0,0,2,0,2,2,2,1,2,1.0110169858982743,1.4015328308144275,1
1,0,0,0,-0.34522373105657966,1,2,1,0,0,2,0,2,0,0,1,3,0.831417250941347,-0.05531956691124427,1
0,0,1,1,0.6738028294456765,1,2,1,0,2,0,0,2,2,1,0,3,1.1839648788197594,1.1706820379453322,1
1,0,0,0,-1.1196839170382944,1,2,0,0,0,0,0,0,0,0,0,2,-0.5887510236254643,-0.9127149091174155,1
1,0,0,0,-1.2419671042985652,1,0,1,0,0,0,0,0,2,0,1,2,0.5104658727312833,-0.9312809908619799,1
0,0,0,1,-1.1604449794583847,1,2,1,0,0,2,2,0,0,0,1,3,0.7399544229540231,-0.8604826268253356,1
1,0,1,1,1.5297851402675717,1,2,0,2,2,2,2,2,0,2,1,0,0.47886962306293496,1.5195080280117548,0
1,0,0,0,-1.1196839170382944,1,2,1,0,0,0,0,0,0,0,1,0,0.36745126896928604,-0.8532857865771454,1
1,0,1,1,0.8368470791260375,1,2,0,2,0,2,2,2,2,0,0,2,0.6933915287059312,1.02687769016401,0
0,0,1,0,0.592280704605496,1,2,1,2,2,2,0,2,0,0,1,2,1.1274242215185046,0.9904961173756125,1
0,0,0,1,-0.05989629411594795,1,0,2,1,1,1,1,1,1,1,0,1,-1.4884126589189595,-0.75107299409518,0
1,0,1,1,-0.7935954176775724,1,0,0,0,2,2,2,0,0,0,0,0,-0.10150359452935692,-0.6800538680877324,0
0,0,1,1,-0.1821794813762187,1,2,0,0,0,0,0,0,0,0,0,3,-0.4972881956381404,-0.38858183803602836,0
0,0,0,0,-0.9158786049378431,1,2,1,0,0,0,0,0,2,0,0,2,0.7183359363388377,-0.6444008098029863,1
1,0,1,0,0.22543114282468377,1,0,2,1,1,1,1,1,1,2,0,0,-1.4784348958657971,-0.6829679261023369,0
0,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,1,3,-0.6502805624533005,-0.9912399421321781,1
1,0,1,0,1.407501953007301,1,2,1,0,2,2,0,2,2,1,0,2,1.305360995966571,2.097462867575006,1
1,0,1,0,0.7960860167059473,1,0,0,2,2,0,0,2,2,1,1,3,0.3508216638806817,0.6954477433968937,0
1,0,1,1,1.2036966409068497,1,0,1,2,2,2,2,2,2,2,0,3,1.4400607971842665,2.0024469153412308,0
0,0,0,0,-0.6713122304173017,1,0,1,0,2,0,0,0,2,0,1,2,0.7116840943033959,-0.41955474253974273,0
0,1,1,0,-1.1196839170382944,1,2,1,0,2,0,0,0,0,0,1,2,0.5370732408730502,-0.8471486037888114,1
1,0,0,0,-0.8343564800976626,1,0,1,0,0,2,0,2,2,1,0,2,1.025983630478018,-0.48847662982455825,0
0,0,1,1,1.6113072651077522,1,2,1,2,2,2,2,2,2,2,1,0,1.7294159257259818,2.7318665430726825,0
1,1,0,0,1.570546202687662,1,2,1,0,2,0,2,2,2,1,0,0,1.3602386927589656,2.248464055604519,0
0,0,1,0,-0.34522373105657966,1,0,2,1,1,1,1,1,1,1,0,3,-1.4867496984100992,-0.8095307639639153,0
0,0,0,0,-0.712073292837392,1,0,2,1,1,1,1,1,1,2,0,3,-1.505042264007564,-0.8648316376501622,0
1,0,1,0,1.407501953007301,1,0,1,2,2,0,0,0,2,1,1,1,0.8563616585742535,1.6626942422748272,1
1,0,0,1,-1.2419671042985652,1,2,0,2,2,0,0,0,0,0,0,0,-0.12977392317998412,-0.9518118541466943,0
0,0,1,1,-1.1196839170382944,0,1,0,0,0,0,0,0,0,0,0,3,-1.3237795685417766,-0.9558297220153159,0
0,0,1,0,-0.712073292837392,1,0,1,0,0,0,0,2,2,0,0,2,0.7748765936400926,-0.39725778348860125,1
1,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.4850867379012387,-1.002322193066508,1
1,0,1,1,0.3477143300849545,1,0,0,2,2,2,0,0,0,1,1,0,-0.15139240979516996,0.09755809787009709,0
0,0,0,1,0.429236454925135,1,0,0,2,2,0,0,0,2,0,1,2,-0.02999629264835803,0.1972321276878236,0
1,1,1,0,-1.2827281667186554,1,2,1,0,0,0,0,0,0,0,0,2,0.3142365326857518,-0.9784357478255821,0
0,1,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,1,3,0.19117745503007955,-0.9800693864095271,0
0,0,1,1,-0.2637016062163992,1,0,1,0,0,0,0,2,2,0,1,2,0.8630135006096954,0.03155026859988616,1
1,0,0,0,-0.4267458558967602,1,2,1,0,2,0,0,0,0,0,1,2,0.4821955440806557,-0.24725002432770385,1
1,0,1,0,1.570546202687662,1,2,0,2,2,2,2,2,2,2,0,0,0.8546986980653932,1.8162783453627396,0
1,0,0,0,-1.0381617921981139,1,0,2,1,1,1,1,1,1,2,0,3,-1.510031145534145,-0.9382349929422864,0
0,1,0,0,-0.1821794813762187,1,2,0,0,2,2,2,0,0,0,0,0,-0.013366687559753681,-0.18665086334217576,0
1,1,0,0,-0.6713122304173017,1,0,1,0,0,0,0,0,0,0,0,2,0.15958120536173165,-0.5505990484086297,0
1,0,0,0,-1.0381617921981139,1,0,2,1,1,1,1,1,1,1,0,3,-1.5083681850252848,-0.954460997796335,0
0,0,0,0,1.4890240778474815,1,2,1,0,2,2,2,2,2,2,1,0,1.518219941100707,2.2805186937651696,0
0,0,0,1,-1.2827281667186554,0,1,0,0,0,0,0,0,0,0,0,3,-1.3354202921037994,-1.0003353353292777,0
1,0,0,0,-1.201206041878475,1,0,0,2,0,2,0,2,2,0,1,2,0.41734008423509905,-0.9202208161247305,0
1,1,0,0,-0.46750691831685043,1,0,1,0,0,2,0,2,2,0,1,0,1.0625687616729476,-0.11481491804275555,1
0,0,1,0,1.4890240778474815,1,2,1,0,2,2,0,0,0,0,1,0,0.6834137656527687,1.5802396461797645,0
0,0,1,0,1.570546202687662,0,1,0,2,2,2,2,0,0,2,1,0,-0.5737843790457203,0.4801385932723564,0
0,0,1,1,1.4890240778474815,1,0,2,1,1,1,1,1,1,2,0,3,-1.5116941060430058,-0.4168614464959414,0
0,0,0,0,0.6330417670255862,1,2,1,0,0,2,2,2,2,0,1,2,1.2970461934222688,1.1725585146971609,0
1,0,1,0,0.592280704605496,1,2,1,0,2,2,0,0,0,0,1,0,0.6152323847894905,0.7835538459445232,1
0,0,0,0,-1.2419671042985652,1,2,0,0,0,0,0,0,0,0,1,2,-0.5139178007267448,-0.9641966007087639,1
1,0,0,0,0.5107585797653155,1,2,1,2,0,2,2,2,2,0,1,1,1.450038560237429,1.1807929362081269,0
1,0,0,0,0.755324954285857,1,2,1,0,2,0,0,0,0,0,0,0,0.5370732408730502,0.7927154677328635,0
0,0,1,0,-0.4267458558967602,1,2,0,2,0,0,2,2,2,0,1,2,0.4772066625540746,-0.24177512745177995,1
1,0,0,0,1.6113072651077522,1,2,0,2,2,2,2,2,2,2,0,0,0.7249877783742795,1.737157255026808,0
1,0,1,1,0.18467008040459354,1,2,1,0,2,2,0,2,0,0,1,2,0.9345208024906942,0.49667366488552955,0
1,0,1,1,1.570546202687662,1,2,0,2,2,2,2,2,2,2,0,2,0.8480468560299513,1.781508334961207,0
1,0,1,1,-1.0381617921981139,1,0,0,0,0,2,0,0,0,0,0,2,-0.5371992478507907,-0.8610124555552637,1
0,0,0,0,1.3667408905872107,1,2,2,1,1,1,1,1,1,2,1,1,-1.3204536475240558,-0.26789126859782,0
1,0,1,1,0.755324954285857,1,0,0,2,0,0,2,2,2,1,1,0,0.3840808740578904,0.7399754329079359,0
0,0,1,1,-0.1006573565360382,1,0,2,1,1,1,1,1,1,1,0,0,-1.5067052245164245,-0.7425736582192498,0
0,0,0,0,0.06238689314432279,1,2,1,0,0,0,0,2,0,0,0,2,0.6817508051439078,0.2676772725711824,0
1,0,1,1,1.2852187657470302,1,2,2,1,1,1,1,1,1,2,1,3,-1.3320943710860789,-0.34239843374396106,0
1,1,1,0,1.3259798281671205,1,2,1,0,2,2,0,2,2,1,1,0,1.2737647462982231,1.9877883204798863,0
1,0,0,0,0.592280704605496,1,2,1,2,2,0,2,2,0,0,0,3,1.193942641872922,1.0503226114633288,0
0,0,0,0,-1.2827281667186554,1,0,1,2,0,0,0,2,2,0,1,2,1.022657709460297,-0.9690312878693581,1
0,0,0,0,0.6738028294456765,1,2,0,2,2,0,0,0,0,0,1,1,-0.16968497539263466,0.28432272516975743,1
0,0,1,1,1.407501953007301,1,2,1,0,2,0,2,2,0,2,0,1,0.972768894194484,1.7715961224721355,0
1,0,0,1,0.26619220524477405,1,0,2,1,1,1,1,1,1,1,0,0,-1.513357066551866,-0.6672055213869755,0
1,0,0,0,-0.7528343552574821,1,0,2,1,1,1,1,1,1,0,0,3,-1.4950645009544015,-0.8859585582560457,0
0,1,0,0,0.429236454925135,1,0,1,2,2,0,2,2,2,0,1,1,1.4400607971842665,1.0200782214632655,1
1,1,0,0,0.9591302663863083,1,2,1,0,0,2,0,2,2,0,1,2,1.2039204049260845,1.4586439526612625,0
0,0,0,0,-0.7528343552574821,1,0,0,0,0,0,2,0,2,1,0,1,-0.19130346200782028,-0.6700091984161786,0
0,0,0,0,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,0,2,0.21612186266298605,-0.979738243453322,1
1,0,1,1,-0.6713122304173017,1,0,0,2,2,0,0,0,0,1,1,3,-0.29939589508374853,-0.6325017395766841,0
1,0,1,1,1.5297851402675717,1,2,1,2,2,0,0,2,2,0,1,2,1.3702164558121281,2.3240529544075965,0
1,1,1,0,1.6113072651077522,1,2,0,2,2,2,0,2,2,2,1,1,0.640176792422397,1.6298007086251236,0
0,0,1,1,-0.3859847934766699,1,0,1,0,0,2,0,0,0,0,1,1,0.34749574286296053,-0.2593698565248094,0
1,0,0,1,-0.46750691831685043,1,2,2,1,1,1,1,1,1,0,0,3,-1.3354202921037994,-0.8049830673653656,0
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,1,3,-1.4867496984100992,-1.0023442692635882,1
1,0,0,1,-1.2827281667186554,1,0,1,0,0,0,0,0,0,0,0,0,0.16290712637945234,-0.9804446817598929,1
0,1,1,0,-0.019135231695857704,1,2,1,0,0,0,0,2,2,0,1,2,0.9428356050349964,0.28286569616245505,1
1,0,1,1,-0.6305511679972114,1,0,1,0,0,0,0,2,0,0,0,2,0.5320843593464687,-0.39273216308713194,1
0,0,0,0,-1.1604449794583847,0,1,0,2,2,0,0,0,0,0,1,2,-1.0377503610177818,-0.9503769013364725,1
0,0,0,0,0.14390901798450328,1,2,0,0,0,2,0,0,0,1,0,2,-0.30105885559260914,-0.154022244057436,0
0,0,0,0,0.7145638918657667,0,1,0,0,2,2,2,0,0,2,0,1,-0.836532139445669,-0.15788557854649518,0
0,0,1,1,0.6330417670255862,0,1,0,0,0,0,2,0,0,0,1,1,-1.1757760832531978,-0.3829303315834618,0
0,0,0,1,0.7145638918657667,1,0,2,1,1,1,1,1,1,2,0,1,-1.4867496984100992,-0.5825874579780397,0
1,0,1,0,1.6113072651077522,1,2,0,2,2,2,2,0,2,2,0,1,0.4888473861160975,1.554410495595769,0
1,0,0,1,-0.9158786049378431,1,2,2,1,1,1,1,1,1,0,0,1,-1.3320943710860789,-0.9123837661612104,0
0,0,0,0,-0.5897901055771212,1,0,2,1,1,1,1,1,1,0,0,3,-1.5033793034987035,-0.8382960487595958,0
1,0,0,0,-1.2827281667186554,1,0,1,0,0,0,0,2,0,0,1,2,0.5021510701869811,-0.9759411375555039,1
0,0,0,0,-1.2827281667186554,1,0,2,1,1,1,1,1,1,0,0,2,-1.5150200270607266,-1.002719564613954,1
1,0,0,0,-0.9566396673579334,1,0,1,0,0,2,0,2,2,0,1,2,0.9711059336856236,-0.652878069481836,0
1,0,0,0,-1.2419671042985652,1,2,1,2,0,0,0,0,2,0,0,3,0.861350540100835,-0.9340846678911828,0
0,0,1,0,0.30695326766486425,1,2,1,0,0,0,2,0,0,0,1,1,0.4655659389920513,0.36933816012613935,0
1,0,1,0,1.4890240778474815,1,2,1,0,0,2,0,2,2,1,0,0,1.1523686291514113,2.0094229936186174,0
0,0,1,0,0.18467008040459354,1,2,1,2,0,2,2,0,2,1,1,2,1.1423908660982487,0.6465048144697843,1
1,0,0,1,-0.5897901055771212,1,2,1,0,0,2,0,0,0,0,1,1,0.5221065962933062,-0.39017132422581263,0
1,1,1,0,-0.8751175425177529,1,0,1,0,0,0,0,0,0,0,1,2,0.17787377095919635,-0.6427009426278002,0
0,0,1,0,-0.9974007297780236,1,2,1,0,0,0,0,0,2,0,1,1,0.6767619236173268,-0.734228855722882,1
0,0,0,0,-1.201206041878475,1,2,1,0,0,0,0,0,0,0,0,2,0.3458327823541002,-0.904392182818128,1
1,0,1,1,0.918369203966218,1,0,0,2,0,0,0,0,2,1,0,1,-0.1796627384457972,0.38265010696558327,0
1,0,1,0,0.021625830724232544,1,2,1,0,2,2,0,0,2,0,1,2,0.9478244865615775,0.35395105076114375,0
0,0,0,0,0.5515196421854057,1,0,0,0,0,0,0,0,0,0,0,0,-0.6619212860153233,-0.05361969973605828,0
1,0,0,0,0.06238689314432279,1,2,2,1,1,1,1,1,1,2,0,0,-1.2888573978557074,-0.5783929805327754,0
0,0,0,0,-1.201206041878475,1,0,2,1,1,1,1,1,1,0,0,2,-1.4850867379012387,-0.9821224727379987,0
1,0,1,1,-0.1006573565360382,1,0,2,1,1,1,1,1,1,2,0,3,-1.4501645672151695,-0.6969200826571106,0
